,V1,V2
423,7.03846,11.674316
424,7.8813176,6.4544253
425,3.2905452,3.0924401
426,7.86232,1.4131793
427,7.137134,1.2788285
428,3.688052,3.2578926
429,6.9130425,0.54045427
430,4.063429,9.656517
431,5.875952,4.078931
432,7.4926977,8.330689
433,6.025861,2.1629462
434,5.445574,3.4543831
435,6.992549,2.6850677
436,1.8448782,2.8929033
437,7.9967256,-0.71035
438,2.6084461,2.162722
439,7.508961,-0.03614976
440,4.014421,9.36158
441,7.447148,9.24235
442,2.784203,3.0740695
443,4.940788,12.608418
444,4.2220426,3.2279274
445,3.2918172,2.8605852
446,7.907967,-0.5806005
447,9.339608,11.088753
448,5.1094704,12.695256
449,6.939193,11.165259
450,5.107478,1.4027141
451,7.9247727,7.4184155
452,3.9802737,8.808067
453,5.329817,10.917407
454,5.019827,12.04449
455,7.3859587,9.373897
456,3.3042755,2.4705846
457,2.3964422,0.93748844
458,3.9372852,3.0854235
459,5.717565,3.13691
460,3.8856812,8.884334
461,7.9189324,7.463635
462,7.914575,7.447902
463,3.9157238,3.2822487
464,5.8878627,2.6319342
465,2.344571,2.4797661
466,2.7797182,2.6187778
467,4.474369,3.2175257
468,2.76035,3.0351658
469,6.844408,11.580049
470,6.835155,5.49473
471,1.5304366,3.4427001
472,4.989162,1.8506675
473,6.838026,8.846796
474,6.1569004,2.588982
475,6.8169723,9.0933895
476,9.280319,10.9944935
477,2.0639699,3.4228551
478,4.6446557,8.538038
479,9.351732,10.837773
480,3.9282272,9.300913
481,6.518304,11.814021
482,1.7414634,2.8897338
483,8.527216,8.209303
484,9.020046,10.936499
485,4.1925945,9.430979
486,8.943498,11.152739
487,7.6701117,-0.28403917
488,4.9794307,1.7917453
489,4.786488,12.843221
490,2.8546197,2.3843675
491,5.9094033,11.821016
492,5.1049986,3.3606248
493,3.478292,3.1000037
494,8.789122,10.623517
495,4.0222297,9.143555
496,4.2605443,1.9464413
497,9.079151,10.560394
498,5.7409124,1.7784264
499,2.6044226,3.1082594
500,2.609849,2.935624
501,3.3745494,3.0045147
502,2.703839,3.0274045
503,2.5207756,2.976512
504,3.8800342,8.964913
505,5.261213,10.961033
506,2.2523096,2.602215
507,5.4758973,11.76397
508,3.0991704,3.4130273
509,6.964485,12.150398
510,4.0150867,9.410415
511,8.204743,4.584115
512,5.0506253,12.581307
513,2.1363564,2.1425948
514,4.0362115,9.088848
515,4.956506,12.021905
516,9.494863,11.000155
517,4.7132554,2.8216145
518,6.4851313,2.205856
519,2.139392,3.0718918
520,6.232842,11.945328
521,3.9311345,9.468533
522,5.7698674,11.521756
523,2.4604092,3.2108433
524,5.3062525,11.610379
525,6.464939,11.665764
526,4.0880504,9.586052
527,9.035122,10.757874
528,4.702317,2.9102464
529,4.573283,8.858328
530,2.5697281,3.3883004
531,4.4231095,2.4718168
532,3.8397796,8.8697195
533,7.9071894,7.428221
534,5.8905835,2.6709228
535,3.9653447,3.2455523
536,3.719802,-0.027430905
537,5.6754785,2.6996236
538,6.3291492,0.90205127
539,7.0299244,8.86685
540,2.373007,2.7213838
541,9.175735,11.117092
542,3.423296,1.3785208
543,4.367983,3.0342114
544,6.000852,4.0235105
545,5.328018,5.297695
546,5.365581,1.7181883
547,5.8330736,11.665524
548,5.581722,5.0384846
549,7.696089,0.28965446
550,4.0382767,8.990305
551,5.887756,3.9320738
552,3.1079504,2.8649902
553,7.026738,-1.6225092
554,5.2012525,12.523777
555,9.227384,11.093685
556,3.2383597,6.1644793
557,5.4818635,11.256574
558,4.5143075,12.135199
559,7.789993,6.603199
560,5.5339737,11.406689
561,8.355915,11.325059
562,3.8030272,3.0709233
563,4.201795,9.613425
564,8.936494,10.893225
565,7.1147184,-1.8531618
566,7.8082647,8.411132
567,5.121663,2.740546
568,8.722342,8.557903
569,2.8741384,1.635658
570,7.0412383,-1.9569448
571,6.5901713,1.2248591
572,5.299929,2.1357658
573,2.5388222,1.99793
574,5.7666745,4.2885866
575,5.2960935,5.182305
576,6.8127255,0.695999
577,5.277508,11.179745
578,5.150126,11.095112
579,3.4721255,2.8592806
580,2.6514714,2.1271763
581,9.363628,11.101476
582,3.3451877,3.020604
583,3.1196244,2.9026995
584,4.3950267,2.9067302
585,6.948587,-0.8581068
586,1.6503832,3.9928687
587,2.3328142,3.1511471
588,7.4759097,9.100911
589,7.6610713,-1.8742325
590,7.170894,-0.23389277
591,5.6008716,11.10858
592,5.3831296,11.533508
593,5.4395065,5.712667
594,5.7774343,4.9161096
595,1.5918281,4.0179715
596,7.372356,-0.5825664
597,3.6761718,3.2648942
598,7.210326,8.790298
599,4.10364,9.386959
600,9.377901,10.861276
601,5.086105,3.326186
602,6.57281,3.4870574
603,9.173499,11.160655
604,3.4167795,1.3911957
605,3.75924,1.4919622
606,4.354807,3.0615053
607,5.3595543,5.2999105
608,5.3081794,1.7278272
609,5.8890004,11.565281
610,5.554746,5.027099
611,4.0056853,8.985614
612,5.8877883,3.8539715
613,6.0956016,2.4180334
614,5.426705,11.443589
615,3.17085,6.177151
616,3.1635613,6.181848
617,6.255748,5.503828
618,6.0181465,12.632558
619,5.6794124,9.585711
620,6.7547708,11.3604
621,2.491242,3.2091763
622,5.935847,2.6909752
623,4.0728674,8.825436
624,9.394976,11.073791
625,1.0927643,2.1544468
626,6.2636375,9.347617
627,6.630076,9.002681
628,6.11861,0.8488175
629,2.591085,2.209898
630,5.9409065,7.3929286
631,9.347537,11.120794
632,8.952833,11.082108
633,6.8429294,8.976364
634,8.307248,8.615294
635,5.6412687,11.708933
636,5.3943696,2.342651
637,8.237908,8.07553
638,4.5640626,2.3326092
639,6.8026056,12.818449
640,6.067099,11.331349
641,5.531285,4.9397383
642,1.6763632,2.2286847
643,7.6443005,-1.442404
644,7.2737894,-1.4940891
645,4.4285507,2.8503954
646,7.13984,-0.538243
647,7.0030546,11.728198
648,5.3829026,3.1914523
649,5.295849,2.9556885
650,4.068569,8.816823
651,3.819308,8.951741
652,6.409324,11.516074
653,8.038122,4.5541053
654,5.821797,4.890141
655,7.169391,7.9519577
656,4.120676,3.0690453
657,1.1165073,2.1840427
658,8.50943,11.2669
659,1.1985346,2.2467666
660,3.8552806,8.958822
661,4.635078,3.0033045
662,4.9844723,3.159855
663,4.0239596,8.800575
664,9.343576,11.057522
665,6.0458307,9.1204195
666,6.645269,9.16207
667,4.238405,8.791623
668,2.5398507,2.0017288
669,7.1609545,9.441632
670,5.9087653,11.538195
671,7.5325265,3.9573967
672,7.6757903,8.855376
673,7.518935,8.232779
674,7.028062,8.069462
675,4.0788565,9.078746
676,6.856368,9.217679
677,2.398708,2.509996
678,5.8135233,11.606738
679,2.351505,0.8694579
680,6.7575603,9.117371
681,2.4843898,2.702916
682,5.677846,3.5384474
683,5.7379394,11.71281
684,7.965086,7.8737135
685,6.927045,10.790888
686,6.0394983,7.6124716
687,9.225512,10.8582735
688,9.09103,10.58621
689,4.2353673,9.144817
690,9.323753,10.875666
691,3.6101515,2.5090916
692,6.747296,11.600391
693,6.9686003,9.096436
694,9.010007,10.875726
695,7.566597,8.741194
696,2.3359249,2.7613769
697,6.0252585,3.9913945
698,7.4976816,8.334375
699,5.6505394,9.207557
700,7.757475,-1.5393445
701,6.180315,3.9685068
702,5.419487,11.482619
703,7.494555,8.95195
704,2.5714118,3.114831
705,5.9921036,9.15305
706,3.0740528,2.846037
707,-0.867878,7.0295215
708,6.313986,2.6268404
709,7.690377,-1.7831777
710,5.802734,11.268443
711,5.0786614,9.255379
712,6.0508294,9.07484
713,6.829919,12.9599695
714,5.8347607,9.180401
715,6.8855352,1.8810307
716,5.3057494,1.9906827
717,2.5971737,2.228977
718,3.6012712,2.0310628
719,3.3563538,2.365047
720,8.467652,9.243809
721,5.6343536,2.951147
722,7.011183,3.18388
723,9.355352,11.082883
724,6.778522,9.108247
725,9.346687,10.534644
726,8.480409,8.689836
727,5.4635797,11.52411
728,5.1563487,12.093327
729,7.3564043,9.34395
730,7.31279,9.380537
731,7.6281934,8.494411
732,6.308376,12.465565
733,7.4589453,-0.27597848
734,7.8674726,6.9933624
735,5.3610454,9.517381
736,5.389175,11.297218
737,7.271385,9.660069
738,5.380775,2.9036765
739,5.1422915,2.8275733
740,5.0217104,11.951779
741,6.5284743,8.978514
742,6.922259,8.776068
743,5.375524,9.514072
744,4.851676,3.8243659
745,3.467857,2.644406
746,6.8159676,1.4190943
747,4.6279697,8.64567
748,9.376121,10.941815
749,6.6386037,2.19354
750,5.053679,11.510133
751,6.0427346,6.6583996
752,6.2739315,9.290826
753,8.96554,11.06289
754,8.716549,10.828872
755,6.826309,11.566971
756,7.772713,-1.9801048
757,6.7636867,8.956766
758,7.2495227,8.794397
759,5.392669,9.3797865
760,6.504719,9.022004
761,6.1614885,12.381856
762,6.3207927,3.4997704
763,5.9536095,11.55639
764,5.8322053,11.991705
765,5.67262,4.3513837
766,4.582847,12.025241
767,6.688162,11.895653
768,5.083133,-0.10150958
769,9.257781,10.808698
770,4.3804154,1.0424159
771,5.0948706,12.246639
772,8.047496,2.816658
773,8.05247,2.8198125
774,7.7613797,6.33332
775,3.8180485,2.1782827
776,2.871069,1.1779494
777,7.8638906,-0.71893895
778,3.5873616,3.6541102
779,4.164195,9.631375
780,6.1188483,11.491907
781,6.126911,11.311352
782,4.2954135,9.45451
783,4.1341014,9.664304
784,5.188312,-0.22277312
785,7.703171,6.420633
786,7.282539,-0.1925821
787,5.0549817,0.13559563
788,5.7266397,1.9001449
789,5.819046,4.8900113
790,3.5054321,1.8426197
791,5.1603646,2.776686
792,7.2857466,8.382919
793,-0.8649073,7.029582
794,-0.84666896,7.01622
795,4.0631356,8.797224
796,4.9459558,3.2493932
797,4.4611197,2.6098936
798,6.1275334,11.434821
799,-0.8411546,7.0051346
800,3.2535284,2.6670592
801,3.9560335,8.91193
802,7.9057703,8.462937
803,5.267088,11.113901
804,6.1163177,1.9937385
805,4.7952476,2.8591104
806,4.071706,8.81294
807,5.3810725,3.7844346
808,4.8494515,9.331065
809,5.980765,11.795004
810,6.542126,11.704927
811,5.514509,11.229835
812,7.055796,9.582051
813,4.8425336,0.31065553
814,9.081566,11.162726
815,7.5410104,8.996955
816,5.3576326,11.508452
817,5.0233135,0.094242156
818,6.948405,9.091446
819,9.488796,10.061668
820,5.774418,2.8598
821,6.8956795,9.148273
822,4.0936184,2.7714493
823,3.2166603,3.3783977
824,5.5176334,3.0644414
825,2.2124748,2.4950695
826,7.2878866,7.18927
827,2.624928,2.1662946
828,2.0815313,3.2364848
829,6.6292887,11.834619
830,4.5921154,2.9362469
831,9.465559,10.006841
832,8.81001,10.921966
833,5.672533,4.4909964
834,7.6214814,-0.44570005
835,7.081278,-0.7862394
836,7.89269,1.3819072
837,2.39909,3.182075
838,6.8674817,-1.7559106
839,5.170136,1.107652
840,2.442237,2.7302444
841,7.609213,8.456307
842,8.919046,11.063595
843,8.893834,10.890291
844,6.210292,11.54197
845,7.359795,-1.4392406
846,5.5110703,11.219616
847,5.039463,12.546566
848,6.0261173,11.444114
849,7.3365374,9.566209
850,7.152648,9.698187
851,-0.845818,7.0176926
852,7.8627324,-0.1820947
853,4.414272,9.29625
854,6.063225,2.1927614
855,4.996422,12.60165
856,7.586812,8.570342
857,7.5549026,8.746263
858,3.5026264,2.8496056
859,7.1172924,11.702251
860,6.802333,11.410805
861,6.9001985,11.475384
862,1.5149138,2.5799181
863,6.8545313,3.7336016
864,8.606859,11.2909565
865,1.8575166,2.8431005
866,3.3906424,3.2187345
867,4.142354,2.7170706
868,5.808867,2.142951
869,1.4389205,4.0238776
870,2.2680106,3.0076575
871,5.403584,3.7253404
872,5.705309,1.7033279
873,7.1164913,11.513205
874,5.3256454,2.0797272
875,8.749405,11.244647
876,5.0889654,4.503148
877,2.4636495,2.1103654
878,7.1221633,11.339925
879,3.476896,2.6035528
880,7.369204,3.4028602
881,4.526178,3.3716326
882,6.7182083,11.446818
883,4.9826436,12.520342
884,9.537012,10.1797905
885,1.5394665,3.924258
886,5.509814,3.8802578
887,6.134098,2.4096677
888,7.5791,0.070438236
889,5.5363083,4.1401625
890,2.0808923,1.1656482
891,7.0238647,-0.0627616
892,4.19851,9.087266
893,7.1986628,7.5497766
894,1.6084486,2.941029
895,5.7521367,4.606273
896,7.135497,8.022746
897,5.8735194,11.625124
898,7.004426,3.775305
899,4.7948747,12.472804
900,3.253891,6.089144
901,3.1801236,6.169772
902,3.1897943,6.154807
903,7.1084995,-0.2189712
904,8.118597,3.4987917
905,7.028198,-0.15872368
906,6.5975223,1.6249828
907,9.455166,10.022571
908,7.7875094,8.242912
909,6.20165,1.2647282
910,6.804388,12.953184
911,6.0558205,2.5353627
912,4.982052,0.06657064
913,4.601529,2.8839674
914,5.863282,2.9131846
915,6.4898634,3.357756
916,6.898334,1.9444867
917,6.9609942,2.7491739
918,2.9151604,2.679943
919,7.4870453,0.23311076
920,5.5802393,2.8077369
921,3.3813488,1.855735
922,5.115471,2.895938
923,6.7444115,2.6384585
924,5.4952245,2.0416987
925,5.442428,3.5235364
926,7.687424,-1.7170976
927,6.8528914,2.3193986
928,6.314044,7.4374933
929,6.140731,7.4847765
930,7.1884394,7.947458
931,7.2786984,9.5917635
932,7.3579865,7.6975365
933,7.1168127,3.7325995
934,1.1315323,2.1933308
935,1.1919718,2.2477138
936,9.372118,11.072218
937,6.865278,-1.5897543
938,4.0696907,8.785667
939,3.9305103,8.91113
940,3.8990638,8.97564
941,3.6628675,0.031459704
942,6.9969687,-0.4746478
943,5.4902015,3.9058154
944,6.155829,11.512281
945,7.5985513,6.5666537
946,5.5646553,11.021296
947,6.7941046,12.950342
948,5.2653823,5.2227826
949,1.8835146,2.8257952
950,5.6675577,3.0700066
951,6.056175,2.8583872
952,7.2753377,0.044797197
953,7.391581,0.020277485
954,4.1778917,9.596814
955,7.4342937,8.042113
956,6.526369,2.2281651
957,7.790249,9.171324
958,3.394109,3.3490741
959,2.654192,2.6889927
960,-0.83836323,7.0034795
961,5.552618,3.156327
962,7.111213,-0.16943704
963,3.0734835,2.4190924
964,6.820414,1.5525517
965,5.015735,3.0116549
966,4.97599,3.0590127
967,5.500989,2.2596023
968,5.3395095,3.4513435
969,6.599611,-0.47003812
970,6.8152647,9.062339
971,1.56701,2.7357097
972,7.908718,1.4203933
973,1.3533921,2.11215
974,7.6443424,-1.7132411
975,4.3284297,2.725463
976,5.3080707,3.0509613
977,5.9466305,12.120424
978,6.2277417,11.740591
979,9.127096,10.5120735
980,7.321207,8.701604
981,4.715932,2.826598
982,8.438827,8.001553
983,8.793607,8.064746
984,1.8393594,2.997263
985,6.870345,11.7814865
986,6.650055,9.165913
987,6.2437353,11.718094
988,7.390273,8.75312
989,6.357168,2.1844647
990,5.8379946,9.568299
991,7.0384755,-0.11274249
992,3.2358959,2.4248197
993,1.4108077,3.014757
994,6.549971,12.182804
995,7.7419353,-1.8283117
996,7.4634485,8.593833
997,8.990478,11.095141
998,8.052397,8.580831
999,1.9220233,4.0648766
1000,5.026241,3.8829505
1001,6.511544,11.655557
1002,4.7039595,3.1654866
1003,7.7225785,6.7617974
1004,5.463887,2.5358264
1005,7.383118,-0.83778125
1006,7.0011272,-1.6460027
1007,4.909674,12.859676
1008,7.8831987,6.3911133
1009,5.6137123,11.724934
1010,5.1970644,-0.054727785
1011,5.1284924,-0.10279731
1012,2.3054855,2.1959453
1013,7.099118,8.58785
1014,5.981143,6.86545
1015,6.985599,10.868691
1016,4.614021,2.4588525
1017,5.4153395,8.952023
1018,4.7671447,3.6333756
1019,6.163572,1.2154524
1020,1.8344566,2.7398868
1021,9.354449,11.053223
1022,7.0264874,-0.79338163
1023,5.536748,4.8163657
1024,1.1809835,2.1451998
1025,1.8881079,2.863692
1026,5.6374836,3.0380898
1027,4.890306,3.5103009
1028,6.8489265,-0.16748069
1029,4.745348,3.8933408
1030,7.583178,-0.10494909
1031,5.462979,3.3893027
1032,5.526743,9.6126175
1033,7.2951393,7.9922976
1034,6.500929,11.953695
1035,6.5046015,11.916977
1036,5.745506,11.927875
1037,5.15304,0.4105779
1038,6.306427,6.598372
1039,6.1852627,2.4115512
1040,4.773337,1.6334224
1041,2.7885773,3.1716788
1042,4.379736,3.0014555
1043,5.7196293,4.627896
1044,5.364573,11.0457735
1045,5.1449633,3.4502695
1046,2.2115433,2.4313738
1047,5.7144947,2.587675
1048,1.3856453,3.6962523
1049,1.296761,3.8671293
1050,6.7602215,2.3568177
1051,6.2077627,2.4214828
1052,6.0226693,3.865031
1053,4.3552785,2.2347481
1054,4.5706987,8.873606
1055,4.868638,9.276135
1056,4.244948,9.21852
1057,5.3437343,5.110614
1058,5.7292295,1.1557488
1059,5.253268,1.435628
1060,5.7602224,2.2247217
